职位名称,公司名称,工作地点,薪资,工作经验,学历要求
C/C++/Java/Python/JS软件开发/算法/数据,外企德科数字技术有限公司,东莞·大朗镇,1.7-3万·15薪,经验不限,本科
C/C++/Java/Python/JS软件开发/算法/数据,外企德科数字技术有限公司,东莞·大朗镇,1.7-3万·15薪,经验不限,本科
Java/Python/C/C++/Web/测试工程师,外企德科数字技术有限公司,苏州·工业园区,1.4-2.8万·16薪,经验不限,本科
Java/Python/C/C++/Web/测试工程师,外企德科数字技术有限公司,苏州·工业园区,1.4-2.8万·16薪,经验不限,本科
java软件开发工程师,外企德科数字技术有限公司,深圳·龙岗·坂田,2.2-4万,5-10年,本科
java软件开发工程师,外企德科数字技术有限公司,深圳·龙岗·坂田,2.2-4万,5-10年,本科
C/C++/Java/JS/Python软件开发（全国有岗 接受应届）,外企德科数字技术有限公司,福州·仓山·金山,1.5-3万·14薪,经验不限,本科
C/C++/Java/JS/Python软件开发（全国有岗 接受应届）,外企德科数字技术有限公司,福州·仓山·金山,1.5-3万·14薪,经验不限,本科
软件开发（多语言 Java Python C/C++js等测试,外企德科数字技术有限公司,北京·海淀,1.2-2.4万,经验不限,本科
软件开发（多语言 Java Python C/C++js等测试,外企德科数字技术有限公司,北京·海淀,1.2-2.4万,经验不限,本科
股票+年终奖Java/C++/C/Python/Web,外企德科数字技术有限公司,上海·青浦·金泽,1.8-3.5万·14薪,经验不限,本科
股票+年终奖Java/C++/C/Python/Web,外企德科数字技术有限公司,上海·青浦·金泽,1.8-3.5万·14薪,经验不限,本科
JAVA/ Python/C/C++/GO/数据开发,外企德科数字技术有限公司,杭州·滨江·长河,1.5-3万,经验不限,本科
JAVA/ Python/C/C++/GO/数据开发,外企德科数字技术有限公司,杭州·滨江·长河,1.5-3万,经验不限,本科
Java/c/c++/python/js软件开发工程师,外企德科数字技术有限公司,深圳·龙岗·坂田,1.4-2.8万·14薪,经验不限,本科
Java/c/c++/python/js软件开发工程师,外企德科数字技术有限公司,深圳·龙岗·坂田,1.4-2.8万·14薪,经验不限,本科
Java/c/c++/python/js软件开发工程师,外企德科数字技术有限公司,北京·海淀,1.4-2.8万·14薪,经验不限,本科
Java/c/c++/python/js软件开发工程师,外企德科数字技术有限公司,北京·海淀,1.4-2.8万·14薪,经验不限,本科
java/c++/python后端开发/软件测试,外企德科数字技术有限公司,成都·郫都·合作街道,1.5-3万·16薪,经验不限,本科
java/c++/python后端开发/软件测试,外企德科数字技术有限公司,成都·郫都·合作街道,1.5-3万·16薪,经验不限,本科
月薪15-35k/java/c++/python后端开发/算法/测试,外企德科数字技术有限公司,深圳·龙岗·坂田,1.5-3万·14薪,经验不限,本科
月薪15-35k/java/c++/python后端开发/算法/测试,外企德科数字技术有限公司,深圳·龙岗·坂田,1.5-3万·14薪,经验不限,本科
java软件开发工程师,外企德科数字技术有限公司,北京·海淀,1.6-3万,经验不限,本科
java软件开发工程师,外企德科数字技术有限公司,北京·海淀,1.6-3万,经验不限,本科
java软件开发工程师,外企德科数字技术有限公司,武汉·江夏·豹澥,1.5-3万·14薪,经验不限,本科
java软件开发工程师,外企德科数字技术有限公司,武汉·江夏·豹澥,1.5-3万·14薪,经验不限,本科
java软件开发工程师,外企德科数字技术有限公司,武汉·江夏·豹澥,1.5-3万·14薪,经验不限,本科
java软件开发工程师,外企德科数字技术有限公司,武汉·江夏·豹澥,1.5-3万·14薪,经验不限,本科
Java开发工程师/大厂自研核心自研项目,外企德科数字技术有限公司,武汉·江夏·豹澥,1.4-2.8万·15薪,1-3年,硕士
Java开发工程师/大厂自研核心自研项目,外企德科数字技术有限公司,武汉·江夏·豹澥,1.4-2.8万·15薪,1-3年,硕士
java软件开发工程师,外企德科数字技术有限公司,南京·雨花台·雨花,1.5-3万·14薪,经验不限,本科
java软件开发工程师,外企德科数字技术有限公司,南京·雨花台·雨花,1.5-3万·14薪,经验不限,本科
JAVA（杭州）考公考研失败可，无经验可,外企德科数字技术有限公司,杭州·滨江·长河,1.5-3万·14薪,无经验,本科
JAVA（杭州）考公考研失败可，无经验可,外企德科数字技术有限公司,杭州·滨江·长河,1.5-3万·14薪,无经验,本科
Java软件开发工程师，应届生也可培养,外企德科数字技术有限公司,广州·越秀·建设街道,1.5-3万·14薪,无经验,本科
Java软件开发工程师，应届生也可培养,外企德科数字技术有限公司,广州·越秀·建设街道,1.5-3万·14薪,无经验,本科
前/后端开发 Java、C++、python、js,外企德科数字技术有限公司,深圳·龙岗·坂田,1.5-3万·14薪,无经验,本科
前/后端开发 Java、C++、python、js,外企德科数字技术有限公司,深圳·龙岗·坂田,1.5-3万·14薪,无经验,本科
软件开发（多语言 Java Python C/C++js等测试,外企德科数字技术有限公司,上海·青浦·金泽,1.2-2.4万,经验不限,本科
软件开发（多语言 Java Python C/C++js等测试,外企德科数字技术有限公司,上海·青浦·金泽,1.2-2.4万,经验不限,本科
软件开发工程师（Java/C/C++/python),外企德科数字技术有限公司,北京·海淀·上地,1.5-3万·14薪,经验不限,本科
软件开发工程师（Java/C/C++/python),外企德科数字技术有限公司,北京·海淀·上地,1.5-3万·14薪,经验不限,本科
软件开发工程师(Java/C/C++/Python/Js),外企德科数字技术有限公司,东莞·大朗镇,1.5-3万,经验不限,本科
软件开发工程师(Java/C/C++/Python/Js),外企德科数字技术有限公司,东莞·大朗镇,1.5-3万,经验不限,本科
java/python/c/c++/算法/测试,外企德科数字技术有限公司,南京·雨花台·雨花,1.5-3万·14薪,经验不限,本科
java/python/c/c++/算法/测试,外企德科数字技术有限公司,南京·雨花台·雨花,1.5-3万·14薪,经验不限,本科
JAVA/JS/C/C++/Python/go/测试,外企德科数字技术有限公司,东莞·大朗镇,1.5-3万·14薪,经验不限,本科
JAVA/JS/C/C++/Python/go/测试,外企德科数字技术有限公司,东莞·大朗镇,1.5-3万·14薪,经验不限,本科
java/python/c/c++/算法/测试,外企德科数字技术有限公司,武汉·江夏·豹澥,1.5-3万·14薪,经验不限,本科
java/python/c/c++/算法/测试,外企德科数字技术有限公司,武汉·江夏·豹澥,1.5-3万·14薪,经验不限,本科
JAVA/JS/C/C++/Python/go/测试,外企德科数字技术有限公司,苏州·工业园区,1.5-3万·14薪,经验不限,本科
JAVA/JS/C/C++/Python/go/测试,外企德科数字技术有限公司,苏州·工业园区,1.5-3万·14薪,经验不限,本科
java开发（阿里系正编/统本）,外企德科数字技术有限公司,西安·雁塔·丈八沟,1.2-1.8万,3-5年,本科
java开发（阿里系正编/统本）,外企德科数字技术有限公司,西安·雁塔·丈八沟,1.2-1.8万,3-5年,本科
后/前端开发、测试【24/25/无经验也可投】接受java、c＋＋、js不限语言,外企德科数字技术有限公司,苏州·工业园区,1.5-3万·14薪,经验不限,本科
后/前端开发、测试【24/25/无经验也可投】接受java、c＋＋、js不限语言,外企德科数字技术有限公司,苏州·工业园区,1.5-3万·14薪,经验不限,本科
软件岗（Java/Python/C/C++/软测/嵌入式等）,外企德科数字技术有限公司,上海·浦东·金桥,1.4-2.8万·14薪,经验不限,本科
软件岗（Java/Python/C/C++/软测/嵌入式等）,外企德科数字技术有限公司,上海·浦东·金桥,1.4-2.8万·14薪,经验不限,本科
java软件开发工程师,外企德科数字技术有限公司,北京·海淀,1.3-2.4万,经验不限,本科
java软件开发工程师,外企德科数字技术有限公司,北京·海淀,1.3-2.4万,经验不限,本科
高级Java开发工程师（驻场）,外企德科数字技术有限公司,成都·武侯·桂溪,1.2-1.5万,经验不限,本科
高级Java开发工程师（驻场）,外企德科数字技术有限公司,成都·武侯·桂溪,1.2-1.5万,经验不限,本科
java开发软件工程师,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.5-3万·15薪,经验不限,本科
java开发软件工程师,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.5-3万·15薪,经验不限,本科
java/c++/C/Python/前端开发工程师,外企德科数字技术有限公司,东莞·大朗镇,1.5-3万·14薪,经验不限,本科
java/c++/C/Python/前端开发工程师,外企德科数字技术有限公司,东莞·大朗镇,1.5-3万·14薪,经验不限,本科
Java开发工程师（初中高级均有岗位）,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.5-3万·14薪,经验不限,本科
Java开发工程师（初中高级均有岗位）,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.5-3万·14薪,经验不限,本科
Java开发工程师（初中高级均有岗位）,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.5-3万·14薪,经验不限,本科
Java开发工程师（初中高级均有岗位）,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.5-3万·14薪,经验不限,本科
C/C++/Java/JS/Python软件开发（全国有岗 接受应届）,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.5-3万·14薪,经验不限,本科
C/C++/Java/JS/Python软件开发（全国有岗 接受应届）,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.5-3万·14薪,经验不限,本科
java/c++/python后端开发 双休 高薪 五险一金,外企德科数字技术有限公司,东莞·大朗镇,1.5-3万·14薪,经验不限,本科
java/c++/python后端开发 双休 高薪 五险一金,外企德科数字技术有限公司,东莞·大朗镇,1.5-3万·14薪,经验不限,本科
java/python/c/c++ 应届可培养,外企德科数字技术有限公司,深圳·龙岗·坂田,1.6-2.4万·16薪,经验不限,本科
java/python/c/c++ 应届可培养,外企德科数字技术有限公司,深圳·龙岗·坂田,1.6-2.4万·16薪,经验不限,本科
java、C/C++、python等个后端开发,外企德科数字技术有限公司,深圳·龙岗·坂田,1.6-3万·14薪,经验不限,本科
java、C/C++、python等个后端开发,外企德科数字技术有限公司,深圳·龙岗·坂田,1.6-3万·14薪,经验不限,本科
C/C++、Java、Scala、Python、JS等后端开发,外企德科数字技术有限公司,杭州·滨江·长河,1.7-3万·16薪,经验不限,本科
C/C++、Java、Scala、Python、JS等后端开发,外企德科数字技术有限公司,杭州·滨江·长河,1.7-3万·16薪,经验不限,本科
java、C/C++、python等个后端开发,外企德科数字技术有限公司,上海·浦东·金桥,1.6-3万·16薪,经验不限,本科
java、C/C++、python等个后端开发,外企德科数字技术有限公司,上海·浦东·金桥,1.6-3万·16薪,经验不限,本科
月薪15-35k/java/c++/python后端开发/,外企德科数字技术有限公司,上海·浦东·金桥,1.6-3万·14薪,经验不限,本科
月薪15-35k/java/c++/python后端开发/,外企德科数字技术有限公司,上海·浦东·金桥,1.6-3万·14薪,经验不限,本科
月薪15-35k/java/c++/python后端开发/算法/测试,外企德科数字技术有限公司,南京·雨花台·雨花,1.5-3万·14薪,经验不限,本科
月薪15-35k/java/c++/python后端开发/算法/测试,外企德科数字技术有限公司,南京·雨花台·雨花,1.5-3万·14薪,经验不限,本科
Java/C++开发工程师（接受25届，导师带教）,外企德科数字技术有限公司,南京·雨花台·雨花,1.6-3万·14薪,经验不限,本科
Java/C++开发工程师（接受25届，导师带教）,外企德科数字技术有限公司,南京·雨花台·雨花,1.6-3万·14薪,经验不限,本科
java软件开发工程师,外企德科数字技术有限公司,北京·海淀,1.5-3万·14薪,经验不限,本科
java软件开发工程师,外企德科数字技术有限公司,北京·海淀,1.5-3万·14薪,经验不限,本科
Java/C/C++/Python/Go开发工程师,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.3-2.6万·14薪,经验不限,本科
Java/C/C++/Python/Go开发工程师,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.3-2.6万·14薪,经验不限,本科
Java/C/C++/Python/JS 软件开发测试工程师,外企德科数字技术有限公司,长沙·岳麓·麓谷,1.5-2.8万·14薪,经验不限,本科
Java/C/C++/Python/JS 软件开发测试工程师,外企德科数字技术有限公司,长沙·岳麓·麓谷,1.5-2.8万·14薪,经验不限,本科
c++/python/java/c/算法/测试,外企德科数字技术有限公司,杭州·滨江·长河,1.5-3万·14薪,经验不限,本科
c++/python/java/c/算法/测试,外企德科数字技术有限公司,杭州·滨江·长河,1.5-3万·14薪,经验不限,本科
Java/C/C++/Python/前端/测试（接受应届）,外企德科数字技术有限公司,杭州·滨江·长河,1.5-3万·14薪,经验不限,本科
Java/C/C++/Python/前端/测试（接受应届）,外企德科数字技术有限公司,杭州·滨江·长河,1.5-3万·14薪,经验不限,本科
java开发,外企德科数字技术有限公司,武汉·洪山·关山,1.3-1.4万,3-5年,大专
java开发,外企德科数字技术有限公司,武汉·洪山·关山,1.3-1.4万,3-5年,大专
测试/前端/后端开发工程师Java/C/C++/Python,外企德科数字技术有限公司,长沙·开福·月湖,1.5-2.8万·14薪,经验不限,本科
测试/前端/后端开发工程师Java/C/C++/Python,外企德科数字技术有限公司,长沙·开福·月湖,1.5-2.8万·14薪,经验不限,本科
java后端工程师,外企德科数字技术有限公司,武汉·江夏·豹澥,1.2-2.4万·14薪,经验不限,本科
java后端工程师,外企德科数字技术有限公司,武汉·江夏·豹澥,1.2-2.4万·14薪,经验不限,本科
Java/C/C++/Python/前端/测试（接受应届）,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.5-3万·14薪,经验不限,本科
Java/C/C++/Python/前端/测试（接受应届）,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.5-3万·14薪,经验不限,本科
java软件开发工程师,外企德科数字技术有限公司,杭州·滨江·长河,1.5-3万·14薪,经验不限,本科
