职位名称,公司名称,工作地点,薪资,工作经验,学历要求
Java/C/C++/Python/前端/测试（接受应届）,外企德科数字技术有限公司,上海·浦东·金桥,1.5-3万·14薪,经验不限,本科
Java/C/C++/Python/前端/测试（接受应届）,外企德科数字技术有限公司,上海·浦东·金桥,1.5-3万·14薪,经验不限,本科
java后端开发工程师,外企德科数字技术有限公司,上海·青浦·金泽,1.5-3万·14薪,经验不限,本科
java后端开发工程师,外企德科数字技术有限公司,上海·青浦·金泽,1.5-3万·14薪,经验不限,本科
Java/c/c++/python/js软件开发工程师,外企德科数字技术有限公司,成都·郫都·合作街道,1.4-2.8万·14薪,经验不限,本科
Java/c/c++/python/js软件开发工程师,外企德科数字技术有限公司,成都·郫都·合作街道,1.4-2.8万·14薪,经验不限,本科
java开发高级工程师,外企德科数字技术有限公司,上海·浦东·金桥,1.8-3.5万,经验不限,本科
java开发高级工程师,外企德科数字技术有限公司,上海·浦东·金桥,1.8-3.5万,经验不限,本科
Java/C/C++/Python/JS 软件开发（多部门推荐）,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.6-3万·14薪,经验不限,本科
Java/C/C++/Python/JS 软件开发（多部门推荐）,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.6-3万·14薪,经验不限,本科
JAVA/JS/C/C++/Python/go/测试,外企德科数字技术有限公司,杭州·滨江·长河,1.5-3万·14薪,经验不限,本科
JAVA/JS/C/C++/Python/go/测试,外企德科数字技术有限公司,杭州·滨江·长河,1.5-3万·14薪,经验不限,本科
JAVA/JS/C/C++/Python/go/测试,外企德科数字技术有限公司,武汉·江夏·豹澥,1.5-3万·14薪,经验不限,本科
JAVA/JS/C/C++/Python/go/测试,外企德科数字技术有限公司,武汉·江夏·豹澥,1.5-3万·14薪,经验不限,本科
C/C++/C#/python/算法工程师/java,外企德科数字技术有限公司,杭州·滨江·长河,1.3-2.5万·14薪,经验不限,本科
C/C++/C#/python/算法工程师/java,外企德科数字技术有限公司,杭州·滨江·长河,1.3-2.5万·14薪,经验不限,本科
Java,外企德科数字技术有限公司,深圳·龙岗·坂田,1.6-2.7万,经验不限,本科
Java,外企德科数字技术有限公司,深圳·龙岗·坂田,1.6-2.7万,经验不限,本科
java中高级工程师（15-40k/14-16薪/双休）,外企德科数字技术有限公司,东莞·大朗镇,1.5-3万·14薪,经验不限,本科
java中高级工程师（15-40k/14-16薪/双休）,外企德科数字技术有限公司,东莞·大朗镇,1.5-3万·14薪,经验不限,本科
月薪15-35k/java/c++/python后端开发/双休/五险一金,外企德科数字技术有限公司,东莞·大朗镇,1.5-3万·14薪,经验不限,本科
月薪15-35k/java/c++/python后端开发/双休/五险一金,外企德科数字技术有限公司,东莞·大朗镇,1.5-3万·14薪,经验不限,本科
Java/JS/Python/算法/C/C++工程师,外企德科数字技术有限公司,武汉·江夏·豹澥,1.2-2.4万·14薪,经验不限,本科
Java/JS/Python/算法/C/C++工程师,外企德科数字技术有限公司,武汉·江夏·豹澥,1.2-2.4万·14薪,经验不限,本科
Java/JS/Python/算法/C/C++工程师,外企德科数字技术有限公司,成都·郫都·合作街道,1.2-2.4万·14薪,经验不限,本科
Java/JS/Python/算法/C/C++工程师,外企德科数字技术有限公司,成都·郫都·合作街道,1.2-2.4万·14薪,经验不限,本科
Java/JS/Python/算法/C/C++工程师,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.2-2.4万·14薪,经验不限,本科
Java/JS/Python/算法/C/C++工程师,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.2-2.4万·14薪,经验不限,本科
java开发工程师,外企德科数字技术有限公司,深圳·龙岗·坂田,1.1-1.9万,3-5年,本科
java开发工程师,外企德科数字技术有限公司,深圳·龙岗·坂田,1.1-1.9万,3-5年,本科
Java/C++/C/Python/测试开发工程师（接受应届，导师带教）,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.3-2.6万·14薪,经验不限,本科
Java/C++/C/Python/测试开发工程师（接受应届，导师带教）,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.3-2.6万·14薪,经验不限,本科
Java/Python/C/C++/测试/算法/前端岗,外企德科数字技术有限公司,成都·郫都·合作街道,1.2-2.4万·14薪,经验不限,本科
Java/Python/C/C++/测试/算法/前端岗,外企德科数字技术有限公司,成都·郫都·合作街道,1.2-2.4万·14薪,经验不限,本科
Java/c/c++/python/js软件开发工程师,外企德科数字技术有限公司,东莞·大朗镇,1.4-2.8万·14薪,经验不限,本科
Java/c/c++/python/js软件开发工程师,外企德科数字技术有限公司,东莞·大朗镇,1.4-2.8万·14薪,经验不限,本科
Java/c/c++/python/js软件开发工程师,外企德科数字技术有限公司,东莞·大朗镇,1.4-2.8万·14薪,经验不限,本科
Java/c/c++/python/js软件开发工程师,外企德科数字技术有限公司,东莞·大朗镇,1.4-2.8万·14薪,经验不限,本科
Java/C/C++/Python/JS 软件开发测试工程师,外企德科数字技术有限公司,济南·历下·龙洞,1.5-2.8万·14薪,经验不限,本科
Java/C/C++/Python/JS 软件开发测试工程师,外企德科数字技术有限公司,济南·历下·龙洞,1.5-2.8万·14薪,经验不限,本科
Java/大数据开发工程师,外企德科数字技术有限公司,武汉·洪山·关山,1-1.7万,3-5年,本科
Java/大数据开发工程师,外企德科数字技术有限公司,武汉·洪山·关山,1-1.7万,3-5年,本科
软件岗（Java/Python/C/C++/软测/嵌入式等）,外企德科数字技术有限公司,苏州·工业园区,1.4-2.8万·14薪,经验不限,本科
软件岗（Java/Python/C/C++/软测/嵌入式等）,外企德科数字技术有限公司,苏州·工业园区,1.4-2.8万·14薪,经验不限,本科
Java/Python/C/C++/数开/测试/算法/前端岗,外企德科数字技术有限公司,成都·郫都·合作街道,1.5-3万·14薪,经验不限,本科
Java/Python/C/C++/数开/测试/算法/前端岗,外企德科数字技术有限公司,成都·郫都·合作街道,1.5-3万·14薪,经验不限,本科
Java/C/C++/python/GO/web/测试,外企德科数字技术有限公司,武汉·江夏·豹澥,1.2-2.4万·14薪,经验不限,本科
Java/C/C++/python/GO/web/测试,外企德科数字技术有限公司,武汉·江夏·豹澥,1.2-2.4万·14薪,经验不限,本科
Java开发工程师（14-16薪/线上面试）,外企德科数字技术有限公司,南京·雨花台·雨花,1.2-2.4万·14薪,经验不限,本科
Java开发工程师（14-16薪/线上面试）,外企德科数字技术有限公司,南京·雨花台·雨花,1.2-2.4万·14薪,经验不限,本科
C/JAVA/C++/Python/JS软件开发工程师,外企德科数字技术有限公司,济南·历下·龙洞,1.5-3万·14薪,无经验,本科
C/JAVA/C++/Python/JS软件开发工程师,外企德科数字技术有限公司,济南·历下·龙洞,1.5-3万·14薪,无经验,本科
Java,外企德科数字技术有限公司,上海·浦东·金桥,1.5-3万·14薪,1年以下,本科
Java,外企德科数字技术有限公司,上海·浦东·金桥,1.5-3万·14薪,1年以下,本科
java/Python/C/C++/JS/AI算法/软件测试,外企德科数字技术有限公司,成都·郫都·合作街道,1.5-3万,1-3年,本科
java/Python/C/C++/JS/AI算法/软件测试,外企德科数字技术有限公司,成都·郫都·合作街道,1.5-3万,1-3年,本科
java/python/C++/测试/C/GO/大数据开发 软件通用岗位/接受应届考研考公失败,外企德科数字技术有限公司,成都·郫都·合作街道,1.5-3万·14薪,经验不限,本科
java/python/C++/测试/C/GO/大数据开发 软件通用岗位/接受应届考研考公失败,外企德科数字技术有限公司,成都·郫都·合作街道,1.5-3万·14薪,经验不限,本科
C/C++/Java/Python/JS软件开发/算法/数据,外企德科数字技术有限公司,苏州·虎丘,1.7-3万·15薪,经验不限,本科
C/C++/Java/Python/JS软件开发/算法/数据,外企德科数字技术有限公司,苏州·虎丘,1.7-3万·15薪,经验不限,本科
java软件开发工程师,外企德科数字技术有限公司,上海·浦东·金桥,1.5-3万·15薪,3-5年,本科
java软件开发工程师,外企德科数字技术有限公司,上海·浦东·金桥,1.5-3万·15薪,3-5年,本科
C/C++、Java、Python、JS、测试等工程师,外企德科数字技术有限公司,上海·青浦·金泽,1.5-2.7万·16薪,经验不限,本科
C/C++、Java、Python、JS、测试等工程师,外企德科数字技术有限公司,上海·青浦·金泽,1.5-2.7万·16薪,经验不限,本科
JAVA/C/C++/Python/go/web开发工程师 全国岗14薪，全额社保公积金 应届生/考研/考公失败可投,外企德科数字技术有限公司,贵阳·花溪·孟关,1.5-3万·14薪,经验不限,本科
JAVA/C/C++/Python/go/web开发工程师 全国岗14薪，全额社保公积金 应届生/考研/考公失败可投,外企德科数字技术有限公司,贵阳·花溪·孟关,1.5-3万·14薪,经验不限,本科
Java软件开发工程师，应届生也可培养,外企德科数字技术有限公司,北京·海淀·上地,1.5-3万·14薪,无经验,本科
Java软件开发工程师，应届生也可培养,外企德科数字技术有限公司,北京·海淀·上地,1.5-3万·14薪,无经验,本科
前/后端开发 Java、C++、python、js,外企德科数字技术有限公司,上海·青浦·金泽,1.5-3万·14薪,无经验,本科
前/后端开发 Java、C++、python、js,外企德科数字技术有限公司,上海·青浦·金泽,1.5-3万·14薪,无经验,本科
Java/c++/前端/测试开发工程师（接受应届，导师带教）,外企德科数字技术有限公司,成都·郫都·合作街道,1.5-3万·14薪,经验不限,本科
Java/c++/前端/测试开发工程师（接受应届，导师带教）,外企德科数字技术有限公司,成都·郫都·合作街道,1.5-3万·14薪,经验不限,本科
JAVA/C++/C/Python 14薪双休 应届生可投,外企德科数字技术有限公司,苏州·昆山·玉山,1.5-3万,经验不限,本科
JAVA/C++/C/Python 14薪双休 应届生可投,外企德科数字技术有限公司,苏州·昆山·玉山,1.5-3万,经验不限,本科
Java/C++/C/Python/GO/JS,外企德科数字技术有限公司,东莞·大朗镇,1.2-2.4万·15薪,经验不限,本科
Java/C++/C/Python/GO/JS,外企德科数字技术有限公司,东莞·大朗镇,1.2-2.4万·15薪,经验不限,本科
软件开发工程师（Java/C/C++/python),外企德科数字技术有限公司,深圳·龙岗·坂田,1.5-3万·14薪,经验不限,本科
软件开发工程师（Java/C/C++/python),外企德科数字技术有限公司,深圳·龙岗·坂田,1.5-3万·14薪,经验不限,本科
软件开发工程师（Java/C/C++/python),外企德科数字技术有限公司,深圳·龙岗·坂田,1.5-3万·14薪,经验不限,本科
软件开发工程师（Java/C/C++/python),外企德科数字技术有限公司,深圳·龙岗·坂田,1.5-3万·14薪,经验不限,本科
Java/C/C++软件开发/测试工程师（双休+五险一金+年终奖）,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.9-3.5万·16薪,经验不限,本科
Java/C/C++软件开发/测试工程师（双休+五险一金+年终奖）,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.9-3.5万·16薪,经验不限,本科
Java/C++/C/Python/前端/测试（25届可投）,外企德科数字技术有限公司,上海·青浦·金泽,1.5-3万·15薪,经验不限,本科
Java/C++/C/Python/前端/测试（25届可投）,外企德科数字技术有限公司,上海·青浦·金泽,1.5-3万·15薪,经验不限,本科
测试/前端/后端开发工程师Java/C/C++/Python,外企德科数字技术有限公司,杭州·滨江·长河,1.5-2.8万·14薪,经验不限,本科
测试/前端/后端开发工程师Java/C/C++/Python,外企德科数字技术有限公司,杭州·滨江·长河,1.5-2.8万·14薪,经验不限,本科
软件开发工程师（java/c++/测试/算法）,外企德科数字技术有限公司,南京·雨花台·雨花,1.5-3万,无经验,本科
软件开发工程师（java/c++/测试/算法）,外企德科数字技术有限公司,南京·雨花台·雨花,1.5-3万,无经验,本科
java/c++/python后端开发/软件测试,外企德科数字技术有限公司,深圳·龙岗·坂田,1.5-3万·16薪,经验不限,本科
java/c++/python后端开发/软件测试,外企德科数字技术有限公司,深圳·龙岗·坂田,1.5-3万·16薪,经验不限,本科
软件开发工程师（Java/C/C++/python),外企德科数字技术有限公司,武汉·江夏·豹澥,1.5-3万·14薪,经验不限,本科
软件开发工程师（Java/C/C++/python),外企德科数字技术有限公司,武汉·江夏·豹澥,1.5-3万·14薪,经验不限,本科
Java/python/JS/C++/测试(核心项目 年终奖,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.8-3.5万·16薪,经验不限,本科
Java/python/JS/C++/测试(核心项目 年终奖,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.8-3.5万·16薪,经验不限,本科
高级java工程师,外企德科数字技术有限公司,深圳·龙岗·坂田,1.5-3万,经验不限,本科
高级java工程师,外企德科数字技术有限公司,深圳·龙岗·坂田,1.5-3万,经验不限,本科
java软件开发工程师,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.4-2.5万·14薪,1-3年,本科
java软件开发工程师,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.4-2.5万·14薪,1-3年,本科
软件研发工程师（有Java、C、C++、Python、go、JS等）,外企德科数字技术有限公司,上海·浦东·金桥,1.2-2.4万·14薪,经验不限,本科
软件研发工程师（有Java、C、C++、Python、go、JS等）,外企德科数字技术有限公司,上海·浦东·金桥,1.2-2.4万·14薪,经验不限,本科
软件研发工程师（有Java、C、C++、Python、go、JS等）,外企德科数字技术有限公司,苏州·工业园区,1.2-2.4万·14薪,经验不限,本科
软件研发工程师（有Java、C、C++、Python、go、JS等）,外企德科数字技术有限公司,苏州·工业园区,1.2-2.4万·14薪,经验不限,本科
Java开发工程师-上海,外企德科数字技术有限公司,上海·杨浦·大桥,1.7-1.8万,3-5年,本科
Java开发工程师-上海,外企德科数字技术有限公司,上海·杨浦·大桥,1.7-1.8万,3-5年,本科
java软件开发工程师,外企德科数字技术有限公司,武汉·江夏·豹澥,1.5-3万·14薪,经验不限,本科
java软件开发工程师,外企德科数字技术有限公司,武汉·江夏·豹澥,1.5-3万·14薪,经验不限,本科
前/后端开发工程师（Java / C/C++ / Python / JS 等方向）接受小白,外企德科数字技术有限公司,杭州·滨江·长河,1-1.1万·14薪,经验不限,本科
前/后端开发工程师（Java / C/C++ / Python / JS 等方向）接受小白,外企德科数字技术有限公司,杭州·滨江·长河,1-1.1万·14薪,经验不限,本科
前端后端开发测试招聘（java/C/js/python）,外企德科数字技术有限公司,深圳·龙岗·坂田,1.5-3万·14薪,经验不限,本科
前端后端开发测试招聘（java/C/js/python）,外企德科数字技术有限公司,深圳·龙岗·坂田,1.5-3万·14薪,经验不限,本科
Java/JS/Python/算法/C/C++工程师,外企德科数字技术有限公司,深圳·龙岗·坂田,1.2-2.4万·14薪,经验不限,本科
Java/JS/Python/算法/C/C++工程师,外企德科数字技术有限公司,深圳·龙岗·坂田,1.2-2.4万·14薪,经验不限,本科
Java/JS/Python/算法/C/C++工程师,外企德科数字技术有限公司,上海·浦东·金桥,1.2-2.4万·14薪,经验不限,本科
Java/JS/Python/算法/C/C++工程师,外企德科数字技术有限公司,上海·浦东·金桥,1.2-2.4万·14薪,经验不限,本科
Java/JS/Python/算法/C/C++工程师,外企德科数字技术有限公司,杭州·滨江·西兴,1.2-2.4万·14薪,经验不限,本科
Java/JS/Python/算法/C/C++工程师,外企德科数字技术有限公司,杭州·滨江·西兴,1.2-2.4万·14薪,经验不限,本科
JAVA/C/C++/Python/go/web开发工程师 全国岗，14薪，全额社保公积金 应届生/考研/考公失败可投,外企德科数字技术有限公司,上海·青浦·金泽,1.5-3万·14薪,经验不限,本科
JAVA/C/C++/Python/go/web开发工程师 全国岗，14薪，全额社保公积金 应届生/考研/考公失败可投,外企德科数字技术有限公司,上海·青浦·金泽,1.5-3万·14薪,经验不限,本科
高薪诚聘Java/c++/python后端开发/开发工程师 (高额年终奖),外企德科数字技术有限公司,西安·雁塔·丈八沟,1.5-3万·14薪,经验不限,本科
高薪诚聘Java/c++/python后端开发/开发工程师 (高额年终奖),外企德科数字技术有限公司,西安·雁塔·丈八沟,1.5-3万·14薪,经验不限,本科
高薪诚聘Java/c++/python后端开发/开发工程师 (高额年终奖),外企德科数字技术有限公司,西安·雁塔·丈八沟,1.5-3万·14薪,经验不限,本科
高薪诚聘Java/c++/python后端开发/开发工程师 (高额年终奖),外企德科数字技术有限公司,西安·雁塔·丈八沟,1.5-3万·14薪,经验不限,本科
Java/Python/C/C++/Web/测试工程师,外企德科数字技术有限公司,杭州·滨江·长河,1.3-2.6万·16薪,经验不限,本科
Java/Python/C/C++/Web/测试工程师,外企德科数字技术有限公司,杭州·滨江·长河,1.3-2.6万·16薪,经验不限,本科
java软件开发工程师,外企德科数字技术有限公司,北京·海淀,1-2万,经验不限,本科
java软件开发工程师,外企德科数字技术有限公司,北京·海淀,1-2万,经验不限,本科
Java软件开发工程师，应届生也可培养,外企德科数字技术有限公司,成都·郫都·合作街道,1.5-3万·14薪,无经验,本科
Java软件开发工程师，应届生也可培养,外企德科数字技术有限公司,成都·郫都·合作街道,1.5-3万·14薪,无经验,本科
JAVA/C++/C/Python 14薪双休 应届生可投,外企德科数字技术有限公司,成都·锦江·书院街,1.5-3万,经验不限,本科
JAVA/C++/C/Python 14薪双休 应届生可投,外企德科数字技术有限公司,成都·锦江·书院街,1.5-3万,经验不限,本科
Java/C++/python/c/算法岗位,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.5-3万,经验不限,本科
Java/C++/python/c/算法岗位,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.5-3万,经验不限,本科
c++/python/java/c/算法/测试,外企德科数字技术有限公司,武汉·江夏·豹澥,1.5-3万·14薪,经验不限,本科
c++/python/java/c/算法/测试,外企德科数字技术有限公司,武汉·江夏·豹澥,1.5-3万·14薪,经验不限,本科
c++/python/java/c/算法/测试,外企德科数字技术有限公司,成都·郫都·合作街道,1.5-3万·14薪,经验不限,本科
c++/python/java/c/算法/测试,外企德科数字技术有限公司,成都·郫都·合作街道,1.5-3万·14薪,经验不限,本科
Java,外企德科数字技术有限公司,苏州·工业园区,1.6-2.7万,经验不限,本科
Java,外企德科数字技术有限公司,苏州·工业园区,1.6-2.7万,经验不限,本科
Java（游戏电商行业外包）,外企德科数字技术有限公司,上海·浦东·曹路,1.5-2.5万,3-5年,本科
Java（游戏电商行业外包）,外企德科数字技术有限公司,上海·浦东·曹路,1.5-2.5万,3-5年,本科
Java/C/C++/Python/js前端,外企德科数字技术有限公司,苏州·工业园区,1.5-3万·14薪,经验不限,学历不限
Java/C/C++/Python/js前端,外企德科数字技术有限公司,苏州·工业园区,1.5-3万·14薪,经验不限,学历不限
java开发工程师,外企德科数字技术有限公司,南京·建邺·沙洲,8000-12000元,经验不限,本科
java开发工程师,外企德科数字技术有限公司,南京·建邺·沙洲,8000-12000元,经验不限,本科
资深java工程师（有go经验，视频面试）,外企德科数字技术有限公司,北京·朝阳,1.5-3万·15薪,3-5年,本科
资深java工程师（有go经验，视频面试）,外企德科数字技术有限公司,北京·朝阳,1.5-3万·15薪,3-5年,本科
java/c++/C/Python/前端开发工程师,外企德科数字技术有限公司,北京·海淀,1.5-3万·14薪,经验不限,本科
java/c++/C/Python/前端开发工程师,外企德科数字技术有限公司,北京·海淀,1.5-3万·14薪,经验不限,本科
java软件开发工程师,外企德科数字技术有限公司,北京·海淀,1.3-2.6万·14薪,经验不限,本科
java软件开发工程师,外企德科数字技术有限公司,北京·海淀,1.3-2.6万·14薪,经验不限,本科
java/c++/C/Python/前端开发工程师,外企德科数字技术有限公司,成都·郫都·合作街道,1.5-3万·14薪,经验不限,本科
java/c++/C/Python/前端开发工程师,外企德科数字技术有限公司,成都·郫都·合作街道,1.5-3万·14薪,经验不限,本科
java/Python/C/C++/JS/AI算法/软件测试,外企德科数字技术有限公司,深圳·龙岗·坂田,2-4万,经验不限,本科
java/Python/C/C++/JS/AI算法/软件测试,外企德科数字技术有限公司,深圳·龙岗·坂田,2-4万,经验不限,本科
Java/C/C++/Python/GO/JS,外企德科数字技术有限公司,杭州·滨江·长河,1.3-2.6万·14薪,经验不限,本科
Java/C/C++/Python/GO/JS,外企德科数字技术有限公司,杭州·滨江·长河,1.3-2.6万·14薪,经验不限,本科
Java开发工程师,外企德科数字技术有限公司,北京·海淀,1.6-3万·14薪,经验不限,本科
Java开发工程师,外企德科数字技术有限公司,北京·海淀,1.6-3万·14薪,经验不限,本科
java/c++/python后端开发/软件测试,外企德科数字技术有限公司,北京·朝阳,1.5-3万·16薪,经验不限,本科
java/c++/python后端开发/软件测试,外企德科数字技术有限公司,北京·朝阳,1.5-3万·16薪,经验不限,本科
Java/c/c++/python/js软件开发工程师,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.4-2.8万·14薪,经验不限,本科
Java/c/c++/python/js软件开发工程师,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.4-2.8万·14薪,经验不限,本科
Java/c/c++/python/js软件开发工程师,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.4-2.8万·14薪,经验不限,本科
Java/c/c++/python/js软件开发工程师,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.4-2.8万·14薪,经验不限,本科
Java/Python/C/C++/测试/算法/前端岗,外企德科数字技术有限公司,杭州·滨江·长河,1.2-2.4万·14薪,经验不限,本科
Java/Python/C/C++/测试/算法/前端岗,外企德科数字技术有限公司,杭州·滨江·长河,1.2-2.4万·14薪,经验不限,本科
Java/C/C++软件开发/测试工程师（双休+五险一金+年终奖）,外企德科数字技术有限公司,深圳·龙岗·坂田,1.9-3.5万·16薪,经验不限,本科
Java/C/C++软件开发/测试工程师（双休+五险一金+年终奖）,外企德科数字技术有限公司,深圳·龙岗·坂田,1.9-3.5万·16薪,经验不限,本科
Java中高级开发（14-16薪、15k-35k、双休）,外企德科数字技术有限公司,深圳·龙岗·坂田,1.5-3万·16薪,经验不限,本科
Java中高级开发（14-16薪、15k-35k、双休）,外企德科数字技术有限公司,深圳·龙岗·坂田,1.5-3万·16薪,经验不限,本科
Java/C/C++/Python/前端/测试（接受应届）,外企德科数字技术有限公司,上海·浦东·金桥,1.6-2.4万·14薪,经验不限,本科
Java/C/C++/Python/前端/测试（接受应届）,外企德科数字技术有限公司,上海·浦东·金桥,1.6-2.4万·14薪,经验不限,本科
Java开发工程师,外企德科数字技术有限公司,深圳·龙岗·坂田,1.3-2.6万·14薪,经验不限,本科
Java开发工程师,外企德科数字技术有限公司,深圳·龙岗·坂田,1.3-2.6万·14薪,经验不限,本科
Java软件开发工程师，应届生也可培养,外企德科数字技术有限公司,深圳·龙岗·坂田,1.5-3万·14薪,无经验,本科
Java软件开发工程师，应届生也可培养,外企德科数字技术有限公司,深圳·龙岗·坂田,1.5-3万·14薪,无经验,本科
Java/C++/python/c/算法岗位,外企德科数字技术有限公司,广州·白云·松洲,1.5-3万,经验不限,本科
Java/C++/python/c/算法岗位,外企德科数字技术有限公司,广州·白云·松洲,1.5-3万,经验不限,本科
c++/python/java/c/算法/测试,外企德科数字技术有限公司,北京·海淀,1.5-3万·14薪,经验不限,本科
c++/python/java/c/算法/测试,外企德科数字技术有限公司,北京·海淀,1.5-3万·14薪,经验不限,本科
Java/Python/C/C++/测试/算法/前端岗,外企德科数字技术有限公司,南京·雨花台·雨花,1.2-2.4万·14薪,经验不限,本科
Java/Python/C/C++/测试/算法/前端岗,外企德科数字技术有限公司,南京·雨花台·雨花,1.2-2.4万·14薪,经验不限,本科
软件开发/测试（JAVA/C/Python/web）等,外企德科数字技术有限公司,武汉·江夏·豹澥,1.4-2.7万·16薪,经验不限,本科
软件开发/测试（JAVA/C/Python/web）等,外企德科数字技术有限公司,武汉·江夏·豹澥,1.4-2.7万·16薪,经验不限,本科
java软件开发工程师,外企德科数字技术有限公司,上海·青浦·金泽,1.6-2.7万·14薪,1-3年,本科
java软件开发工程师,外企德科数字技术有限公司,上海·青浦·金泽,1.6-2.7万·14薪,1-3年,本科
c/c++/java/python开发/测试【base成都】,外企德科数字技术有限公司,成都·郫都·合作街道,1.1-2万·14薪,经验不限,本科
c/c++/java/python开发/测试【base成都】,外企德科数字技术有限公司,成都·郫都·合作街道,1.1-2万·14薪,经验不限,本科
c/c++/java/python开发/测试【base杭州】,外企德科数字技术有限公司,杭州·滨江·长河,1.2-2万·14薪,经验不限,本科
c/c++/java/python开发/测试【base杭州】,外企德科数字技术有限公司,杭州·滨江·长河,1.2-2万·14薪,经验不限,本科
测试/前端/后端开发工程师Java/C/C++/JS/Python,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.4-2.8万·14薪,经验不限,本科
测试/前端/后端开发工程师Java/C/C++/JS/Python,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.4-2.8万·14薪,经验不限,本科
java软件开发工程师,外企德科数字技术有限公司,南京·雨花台·雨花,1.3-1.5万,经验不限,学历不限
java软件开发工程师,外企德科数字技术有限公司,南京·雨花台·雨花,1.3-1.5万,经验不限,学历不限
c++/java 软件研发工程师,外企德科数字技术有限公司,东莞·大朗镇,1.3-2.6万,1-3年,本科
c++/java 软件研发工程师,外企德科数字技术有限公司,东莞·大朗镇,1.3-2.6万,1-3年,本科
软件岗（Java/Python/C/C++/软测/嵌入式等）,外企德科数字技术有限公司,东莞·大朗镇,1.4-2.8万·14薪,经验不限,本科
软件岗（Java/Python/C/C++/软测/嵌入式等）,外企德科数字技术有限公司,东莞·大朗镇,1.4-2.8万·14薪,经验不限,本科
软件岗（Java/Python/C/C++/软测/嵌入式等）,外企德科数字技术有限公司,广州·白云·松洲,1.2-2.4万·14薪,经验不限,本科
软件岗（Java/Python/C/C++/软测/嵌入式等）,外企德科数字技术有限公司,广州·白云·松洲,1.2-2.4万·14薪,经验不限,本科
软件开发工程师（C/C++、 Java、Scala、Python、go，JS/前后端/测试等）,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.2-2万·14薪,经验不限,本科
软件开发工程师（C/C++、 Java、Scala、Python、go，JS/前后端/测试等）,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.2-2万·14薪,经验不限,本科
java开发软件工程师,外企德科数字技术有限公司,北京·海淀,1.5-3万·15薪,经验不限,本科
java开发软件工程师,外企德科数字技术有限公司,北京·海淀,1.5-3万·15薪,经验不限,本科
java开发软件工程师,外企德科数字技术有限公司,北京·海淀,1.5-3万·15薪,经验不限,本科
java开发软件工程师,外企德科数字技术有限公司,北京·海淀,1.5-3万·15薪,经验不限,本科
Java/python/C/C++/JS前后端软件开发工程师,外企德科数字技术有限公司,上海·青浦·金泽,1.3-2.6万·14薪,经验不限,本科
Java/python/C/C++/JS前后端软件开发工程师,外企德科数字技术有限公司,上海·青浦·金泽,1.3-2.6万·14薪,经验不限,本科
java/Python/C/C++/JS/AI算法/软件测试,外企德科数字技术有限公司,长沙·岳麓·麓谷,2-4万,经验不限,本科
java/Python/C/C++/JS/AI算法/软件测试,外企德科数字技术有限公司,长沙·岳麓·麓谷,2-4万,经验不限,本科
(双休+六险一金，14-16薪）Java/Python/C/C++/JS,外企德科数字技术有限公司,上海·青浦·金泽,1.8-3.5万·14薪,经验不限,本科
(双休+六险一金，14-16薪）Java/Python/C/C++/JS,外企德科数字技术有限公司,上海·青浦·金泽,1.8-3.5万·14薪,经验不限,本科
Java开发工程师（14-16薪/线上面试）,外企德科数字技术有限公司,杭州·滨江·长河,1.2-2.4万·14薪,经验不限,本科
Java开发工程师（14-16薪/线上面试）,外企德科数字技术有限公司,杭州·滨江·长河,1.2-2.4万·14薪,经验不限,本科
java/c++/C/Python/前端开发工程师,外企德科数字技术有限公司,武汉·江夏·豹澥,1.5-3万·14薪,经验不限,本科
java/c++/C/Python/前端开发工程师,外企德科数字技术有限公司,武汉·江夏·豹澥,1.5-3万·14薪,经验不限,本科
Java/C/C++/Python/前端/测试（接受应届）,外企德科数字技术有限公司,南京·雨花台·雨花,1.5-3万·14薪,经验不限,本科
Java/C/C++/Python/前端/测试（接受应届）,外企德科数字技术有限公司,南京·雨花台·雨花,1.5-3万·14薪,经验不限,本科
java软件开发工程师,外企德科数字技术有限公司,杭州·滨江·长河,1.3-2.5万·14薪,经验不限,本科
java软件开发工程师,外企德科数字技术有限公司,杭州·滨江·长河,1.3-2.5万·14薪,经验不限,本科
